Label,Area,Perim.,Circ.,AR,Round,Solidity
L2_LH1.bmp,6.034,28.512,0.093,2.067,0.484,0.803
L2_LH14.bmp,9.561,31.523,0.121,1.085,0.922,0.855
L2_LH14.bmp,0.001,0.104,1,1,1,1
L2_LH17.bmp,0.001,0.126,0.809,3,0.333,1
L2_LH17.bmp,10.395,25.729,0.197,1.335,0.749,0.83
L2_LH3.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L2_LH3.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L2_LH6.bmp,19.01,56.14,0.076,1.199,0.834,0.732
L2_LH6.bmp,19.01,56.14,0.076,1.199,0.834,0.732
L2_LH9.bmp,15.373,38.989,0.127,1.181,0.847,0.763
L2_LH9.bmp,14.572,45.872,0.087,1.184,0.844,0.737
L2_LI13.bmp,3.40E-04,0.052,1,1,1,1
L2_LI13.bmp,3.40E-04,0.052,1,1,1,1
L2_LI14.bmp,9.443,24.284,0.201,1.774,0.564,0.852
L2_LI14.bmp,8.884,28.664,0.136,1.788,0.559,0.848
L2_LI16.bmp,9.717,36.623,0.091,1.484,0.674,0.757
L2_LI16.bmp,3.40E-04,0.052,1,1,1,1
L2_LI18.bmp,14.125,41.354,0.104,1.692,0.591,0.761
L2_LI18.bmp,6.80E-04,0.104,0.785,2.646,0.378,0.667
L2_LI5.bmp,0.002,0.215,0.555,2.806,0.356,0.75
L2_LI5.bmp,12.321,35.054,0.126,1.559,0.642,0.759
L2_LI8.bmp,5.438,23.205,0.127,1.688,0.592,0.838
L2_LI8.bmp,5.438,23.205,0.127,1.688,0.592,0.838
L2_LI9.bmp,3.40E-04,0.052,1,1,1,1
L2_LI9.bmp,10.573,33.822,0.116,1.652,0.605,0.811
L2_LJ1.bmp,10.877,36.319,0.104,1.363,0.734,0.812
L2_LJ1.bmp,11.432,29.143,0.169,1.346,0.743,0.84
L2_LJ10.bmp,10.429,27.382,0.175,1.696,0.59,0.843
L2_LJ10.bmp,9.79,34.88,0.101,1.676,0.596,0.816
L2_LJ12a.bmp,10.386,33.645,0.115,1.637,0.611,0.845
L2_LJ12a.bmp,10.386,33.635,0.115,1.637,0.611,0.845
L2_LJ12b.bmp,12.737,31.929,0.157,1.572,0.636,0.853
L2_LJ12b.bmp,12.086,40.022,0.095,1.588,0.63,0.821
L2_LJ14.bmp,5.764,25.484,0.112,1.443,0.693,0.804
L2_LJ14.bmp,0.003,0.246,0.567,1.776,0.563,0.667
L2_LJ15.bmp,16.158,44.202,0.104,1.126,0.888,0.785
L2_LJ15.bmp,16.158,44.202,0.104,1.126,0.888,0.785
L2_LJ18.bmp,14.713,39.253,0.12,1.351,0.74,0.823
L2_LJ18.bmp,14.713,39.253,0.12,1.351,0.74,0.823
L2_LJ5.bmp,12.942,40.634,0.099,1.401,0.714,0.817
L2_LJ5.bmp,3.40E-04,0.052,1,1,1,1
L2_LJ7.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_LJ7.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_LJ9.bmp,14.819,52.237,0.068,1.867,0.536,0.7
L2_LJ9.bmp,14.819,52.237,0.068,1.867,0.536,0.7
L2_LK15.bmp,11.685,38.166,0.101,1.517,0.659,0.815
L2_LK15.bmp,12.344,27.44,0.206,1.509,0.663,0.85
L2_LK17.bmp,0.002,0.219,0.621,3.358,0.298,0.667
L2_LK17.bmp,0.002,0.193,0.8,2.041,0.49,0.778
L2_LK2.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L2_LK2.bmp,12.724,41.342,0.094,1.345,0.743,0.789
L2_LK3.bmp,9.213,29.511,0.133,1.941,0.515,0.759
L2_LK3.bmp,765.236,110.608,0.786,1,1,1
L2_LK4.bmp,8.228,32.34,0.099,1.255,0.797,0.803
L2_LK4.bmp,6.80E-04,0.089,1,2,0.5,1
L2_LK5.bmp,18.08,38.885,0.15,1.26,0.794,0.782
L2_LK5.bmp,18.08,38.885,0.15,1.26,0.794,0.782
L2_LK8.bmp,15.404,35.206,0.156,1.378,0.726,0.781
L2_LK8.bmp,14.579,43.852,0.095,1.382,0.724,0.75
L2_LK9.bmp,3.40E-04,0.052,1,1,1,1
L2_LK9.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_RA10.bmp,0.002,0.156,0.873,2.188,0.457,0.714
L2_RA10.bmp,3.40E-04,0.052,1,1,1,1
L2_RA11.bmp,30.065,54.395,0.128,1.343,0.744,0.768
L2_RA11.bmp,28.828,65.109,0.085,1.351,0.74,0.747
L2_RA12.bmp,6.908,26.525,0.123,1.587,0.63,0.814
L2_RA12.bmp,3.40E-04,0.052,1,1,1,1
L2_RA13.bmp,6.498,25.509,0.125,1.707,0.586,0.825
L2_RA13.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_RA14.bmp,20.207,47.391,0.113,1.046,0.956,0.761
L2_RA14.bmp,19.129,60.49,0.066,1.03,0.971,0.727
L2_RA17.bmp,3.40E-04,0.052,1,1,1,1
L2_RA17.bmp,0.003,0.31,0.355,8,0.125,1
L2_RA3.bmp,0.003,0.282,0.482,1.902,0.526,0.643
L2_RA3.bmp,5.284,19.836,0.169,2.215,0.451,0.882
L2_RA5.bmp,16.479,34.767,0.171,1.43,0.699,0.876
L2_RA5.bmp,15.731,43.123,0.106,1.438,0.695,0.86
L2_RA6.bmp,16.978,56.849,0.066,1.78,0.562,0.697
L2_RA6.bmp,17.998,45.005,0.112,1.762,0.568,0.721
L2_RA8.bmp,16.261,43.036,0.11,1.696,0.59,0.837
L2_RA8.bmp,16.261,43.036,0.11,1.696,0.59,0.837
L2_RB10.bmp,18.93,49.681,0.096,1.737,0.576,0.766
L2_RB10.bmp,21.624,52.238,0.1,1.681,0.595,0.796
L2_RB11.bmp,8.765,24.65,0.181,1.519,0.658,0.819
L2_RB11.bmp,8.765,24.65,0.181,1.519,0.658,0.819
L2_RB12.bmp,19.785,51.874,0.092,1.339,0.747,0.804
L2_RB12.bmp,19.785,51.874,0.092,1.339,0.747,0.804
L2_RB14.bmp,0.003,0.384,0.29,10,0.1,1
L2_RB14.bmp,10.435,25.624,0.2,1.151,0.869,0.85
L2_RB15.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L2_RB15.bmp,18.371,34.327,0.196,1.477,0.677,0.858
L2_RB16.bmp,17.435,34.641,0.183,1.224,0.817,0.84
L2_RB16.bmp,3.40E-04,0.052,1,1,1,1
L2_RB18.bmp,0.001,0.126,0.809,3,0.333,1
L2_RB18.bmp,21.006,45.117,0.13,1.609,0.622,0.791
L2_RB2.bmp,12.863,37.442,0.115,1.67,0.599,0.808
L2_RB2.bmp,12.863,37.442,0.115,1.67,0.599,0.808
L2_RB3.bmp,14.141,43.251,0.095,1.615,0.619,0.799
L2_RB3.bmp,0.002,0.193,0.686,1.809,0.553,0.667
L2_RB5.bmp,18.203,34.003,0.198,1.327,0.753,0.866
L2_RB5.bmp,17.481,43.883,0.114,1.339,0.747,0.843
L2_RC1.bmp,7.433,19.817,0.238,2.094,0.478,0.931
L2_RC1.bmp,7.433,19.817,0.238,2.094,0.478,0.931
L2_RC10.bmp,14.417,41.468,0.105,1.448,0.691,0.838
L2_RC10.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_RC11.bmp,15.058,41.292,0.111,1.581,0.633,0.826
L2_RC11.bmp,15.823,32.016,0.194,1.575,0.635,0.85
L2_RC13.bmp,3.40E-04,0.052,1,1,1,1
L2_RC13.bmp,20.261,50.327,0.101,1.227,0.815,0.808
L2_RC16.bmp,21.395,47.152,0.121,1.46,0.685,0.852
L2_RC16.bmp,21.395,47.152,0.121,1.46,0.685,0.852
L2_RC3.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_RC3.bmp,3.97,17.915,0.155,1.888,0.53,0.873
L2_RC6.bmp,19.892,52.708,0.09,1.305,0.766,0.775
L2_RC6.bmp,20.869,40.214,0.162,1.3,0.769,0.801
L2_RC8.bmp,23.017,40.804,0.174,1.127,0.887,0.822
L2_RC8.bmp,23.017,40.804,0.174,1.127,0.887,0.822
L2_RC9.bmp,13.464,42.207,0.095,1.057,0.946,0.809
L2_RC9.bmp,13.464,42.207,0.095,1.057,0.946,0.809
L2_RD11.bmp,3.40E-04,0.052,1,1,1,1
L2_RD11.bmp,18.091,34.28,0.193,1.527,0.655,0.885
L2_RD14.bmp,21.753,60.053,0.076,1.057,0.946,0.7
L2_RD14.bmp,21.753,60.053,0.076,1.057,0.946,0.7
L2_RD15.bmp,12.175,39.487,0.098,1.938,0.516,0.811
L2_RD15.bmp,3.40E-04,0.052,1,1,1,1
L2_RD16.bmp,765.236,110.608,0.786,1,1,1
L2_RD16.bmp,12.713,41.112,0.095,1.787,0.559,0.789
L2_RD17.bmp,12.328,29.657,0.176,1.601,0.625,0.872
L2_RD17.bmp,11.615,36.871,0.107,1.631,0.613,0.842
L2_RD2.bmp,3.40E-04,0.052,1,1,1,1
L2_RD2.bmp,3.40E-04,0.052,1,1,1,1
L2_RD5.bmp,24.131,64.807,0.072,1.34,0.746,0.692
L2_RD5.bmp,22.947,52.252,0.106,1.34,0.747,0.682
L2_RD6.bmp,6.80E-04,0.089,1,2,0.5,1
L2_RD6.bmp,17.526,35.279,0.177,1.398,0.715,0.827
L2_RD8.bmp,9.707,26.047,0.18,1.351,0.74,0.82
L2_RD8.bmp,9.019,33.023,0.104,1.369,0.73,0.783
L2_RE12.bmp,7.965,23.01,0.189,1.592,0.628,0.864
L2_RE12.bmp,6.80E-04,0.089,1,2,0.5,1
L2_RE16.bmp,18.573,57.923,0.07,1.165,0.858,0.709
L2_RE16.bmp,3.40E-04,0.052,1,1,1,1
L2_RE17.bmp,27.091,48.866,0.143,1.054,0.949,0.779
L2_RE17.bmp,25.993,63.627,0.081,1.051,0.951,0.756
L2_RE2.bmp,0.001,0.141,0.857,2,0.5,0.8
L2_RE2.bmp,23.265,57.383,0.089,1.106,0.904,0.781
L2_RE4.bmp,28.802,65.557,0.084,1.081,0.925,0.784
L2_RE4.bmp,28.802,65.546,0.084,1.081,0.925,0.784
L2_RE5.bmp,20.729,41.446,0.152,1.232,0.811,0.794
L2_RE5.bmp,20.729,41.446,0.152,1.232,0.811,0.794
L2_RE6.bmp,18.062,48.433,0.097,1.421,0.704,0.805
L2_RE6.bmp,3.40E-04,0.052,1,1,1,1
L2_RE9.bmp,0.006,0.415,0.472,4.471,0.224,0.776
L2_RE9.bmp,3.40E-04,0.052,1,1,1,1
L2_RF12.bmp,6.33,19.4,0.211,2.163,0.462,0.896
L2_RF12.bmp,5.843,25.591,0.112,2.171,0.461,0.841
L2_RF13.bmp,14.689,38.415,0.125,2.265,0.441,0.798
L2_RF13.bmp,13.791,45.265,0.085,2.29,0.437,0.765
L2_RF14.bmp,19.598,56.892,0.076,1.093,0.915,0.664
L2_RF14.bmp,18.253,75.233,0.041,1.093,0.915,0.625
L2_RF15.bmp,21.503,48.587,0.114,1.661,0.602,0.718
L2_RF15.bmp,20.496,61.917,0.067,1.667,0.6,0.695
L2_RF2.bmp,6.80E-04,0.089,1,2,0.5,1
L2_RF2.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_RF4.bmp,0.002,0.193,0.686,1.449,0.69,0.75
L2_RF4.bmp,3.40E-04,0.052,1,1,1,1
L2_RF7.bmp,3.40E-04,0.052,1,1,1,1
L2_RF7.bmp,0.005,0.439,0.333,1.822,0.549,0.588
L2_RF9.bmp,0.002,0.193,0.572,2.165,0.462,0.588
L2_RF9.bmp,10.387,26.377,0.188,1.533,0.652,0.819
L2_RG1.bmp,9.031,28.397,0.141,1.507,0.663,0.843
L2_RG1.bmp,9.532,24.205,0.204,1.488,0.672,0.868
L2_RG10.bmp,9.886,25.725,0.188,1.846,0.542,0.842
L2_RG10.bmp,3.40E-04,0.052,1,1,1,1
L2_RG13.bmp,17.848,48.005,0.097,1.867,0.536,0.827
L2_RG13.bmp,6.80E-04,0.078,1,2,0.5,1
L2_RG14.bmp,5.835,18.841,0.207,1.65,0.606,0.872
L2_RG14.bmp,5.835,18.841,0.207,1.65,0.606,0.872
L2_RG16.bmp,12.13,41.509,0.088,1.197,0.836,0.69
L2_RG16.bmp,0.001,0.13,1,2.031,0.492,0.8
L2_RG17.bmp,13.596,32.021,0.167,1.67,0.599,0.817
L2_RG17.bmp,12.801,40.896,0.096,1.69,0.592,0.793
L2_RG4.bmp,15.765,46.532,0.091,1.108,0.903,0.743
L2_RG4.bmp,3.40E-04,0.052,1,1,1,1
L2_RG7.bmp,9.522,32.703,0.112,1.717,0.583,0.848
L2_RG7.bmp,10.127,26.036,0.188,1.736,0.576,0.878
L2_RG9.bmp,13.34,38.424,0.114,1.131,0.884,0.792
L2_RG9.bmp,13.34,38.424,0.114,1.131,0.884,0.792
L2_RH10.bmp,3.40E-04,0.052,1,1,1,1
L2_RH10.bmp,15.055,49.03,0.079,1.23,0.813,0.73
L2_RH11.bmp,19.651,53.554,0.086,1.102,0.908,0.735
L2_RH11.bmp,20.623,44.205,0.133,1.098,0.911,0.762
L2_RH12.bmp,14.538,31.621,0.183,1.076,0.93,0.808
L2_RH12.bmp,13.778,38.404,0.117,1.085,0.922,0.781
L2_RH13.bmp,9.465,30.355,0.129,1.355,0.738,0.839
L2_RH13.bmp,3.40E-04,0.052,1,1,1,1
L2_RH15.bmp,16.438,45.25,0.101,1.68,0.595,0.82
L2_RH15.bmp,17.221,36.91,0.159,1.66,0.602,0.849
L2_RH16.bmp,9.401,34.82,0.097,1.577,0.634,0.751
L2_RH16.bmp,9.401,34.82,0.097,1.577,0.634,0.751
L2_RH18.bmp,16.959,38.557,0.143,1.304,0.767,0.743
L2_RH18.bmp,16.959,38.557,0.143,1.304,0.767,0.743
L2_RH2.bmp,10.429,29.301,0.153,1.422,0.703,0.799
L2_RH2.bmp,10.429,29.301,0.153,1.422,0.703,0.799
L2_RH4.bmp,10.516,36.335,0.1,1.561,0.64,0.779
L2_RH4.bmp,11.221,32.578,0.133,1.544,0.647,0.813
L2_RH5.bmp,0.002,0.219,0.621,1.697,0.589,0.7
L2_RH5.bmp,6.80E-04,0.089,1,2,0.5,1
L2_RH7.bmp,16.885,37.243,0.153,1.201,0.832,0.818
L2_RH7.bmp,16.885,37.243,0.153,1.201,0.832,0.818
L2_RH8.bmp,0.004,0.387,0.371,1.56,0.641,0.619
L2_RH8.bmp,17.203,41.567,0.125,1.418,0.705,0.749
L2_RI1.bmp,14.711,41.065,0.11,1.093,0.915,0.758
L2_RI1.bmp,14.711,41.076,0.11,1.093,0.915,0.758
L2_RI10.bmp,0.001,0.115,0.967,3,0.333,1
L2_RI10.bmp,8.976,36.696,0.084,1.869,0.535,0.697
L2_RI11.bmp,12.629,29.877,0.178,1.428,0.7,0.773
L2_RI11.bmp,11.922,42.411,0.083,1.456,0.687,0.743
L2_RI12.bmp,12.694,33.876,0.139,1.664,0.601,0.725
L2_RI12.bmp,11.93,41.503,0.087,1.701,0.588,0.698
L2_RI15.bmp,10.443,35.163,0.106,1.75,0.571,0.835
L2_RI15.bmp,0.002,0.183,0.769,1.162,0.861,0.75
L2_RI17.bmp,7.566,31.166,0.098,1.636,0.611,0.795
L2_RI17.bmp,7.566,31.166,0.098,1.636,0.611,0.795
L2_RI2.bmp,12.198,30.607,0.164,1.427,0.701,0.815
L2_RI2.bmp,0.007,0.504,0.371,4.061,0.246,0.677
L2_RI3.bmp,3.40E-04,0.052,1,1,1,1
L2_RI3.bmp,0.002,0.219,0.621,1.992,0.502,0.667
L2_RI7.bmp,0.001,0.141,0.857,1.468,0.681,0.8
L2_RI7.bmp,0.001,0.104,1,1.464,0.683,0.857
L2_RJ10.bmp,10.556,27.465,0.176,1.647,0.607,0.849
L2_RJ10.bmp,3.40E-04,0.052,1,1,1,1
L2_RJ13.bmp,0.001,0.126,0.809,3,0.333,1
L2_RJ13.bmp,10.395,25.729,0.197,1.335,0.749,0.83
L2_RJ3.bmp,10.531,34.136,0.114,1.642,0.609,0.848
L2_RJ3.bmp,10.531,34.126,0.114,1.642,0.609,0.848
L2_RJ4.bmp,14.528,36.777,0.135,1.584,0.631,0.771
L2_RJ4.bmp,13.733,44.728,0.086,1.575,0.635,0.746
L2_RJ6.bmp,3.40E-04,0.052,1,1,1,1
L2_RJ6.bmp,13.637,31.625,0.171,1.325,0.755,0.803
L2_RJ8.bmp,10.659,37.874,0.093,1.526,0.655,0.751
L2_RJ8.bmp,3.40E-04,0.052,1,1,1,1
L2_RK1.bmp,11.962,28.83,0.181,1.481,0.675,0.834
L2_RK1.bmp,11.962,28.83,0.181,1.481,0.675,0.834
L2_RK10.bmp,0.003,0.347,0.319,9,0.111,1
L2_RK10.bmp,13.047,31.573,0.164,1.456,0.687,0.799
L2_RK11.bmp,10.841,40.276,0.084,2.107,0.475,0.816
L2_RK11.bmp,11.484,29.156,0.17,2.076,0.482,0.849
L2_RK12.bmp,11.921,29.004,0.178,2.001,0.5,0.854
L2_RK12.bmp,11.319,36.935,0.104,2.046,0.489,0.831
L2_RK13.bmp,10.184,27.197,0.173,1.234,0.811,0.862
L2_RK13.bmp,10.184,27.197,0.173,1.234,0.811,0.862
L2_RK14.bmp,9.682,26.138,0.178,1.537,0.651,0.818
L2_RK14.bmp,9.682,26.138,0.178,1.537,0.651,0.818
L2_RK16.bmp,9.248,30.996,0.121,1.946,0.514,0.805
L2_RK16.bmp,9.248,30.996,0.121,1.946,0.514,0.805
L2_RK18.bmp,8.449,31.671,0.106,1.46,0.685,0.785
L2_RK18.bmp,8.449,31.671,0.106,1.46,0.685,0.785
L2_RK6.bmp,10.698,38.954,0.089,1.743,0.574,0.761
L2_RK6.bmp,6.80E-04,0.089,1,2,0.5,1
L2_RK7.bmp,0.001,0.141,0.857,1.468,0.681,0.8
L2_RK7.bmp,8.227,24.088,0.178,1.505,0.665,0.849
L3_E13.bmp,16.39,44.794,0.103,1.513,0.661,0.817
L3_E13.bmp,17.373,41.819,0.125,1.501,0.666,0.74
L3_E14.bmp,6.80E-04,0.078,1,2,0.5,1
L3_E14.bmp,10.205,28.42,0.159,1.478,0.677,0.804
L3_EA1.bmp,12.01,45.372,0.073,1.524,0.656,0.764
L3_EA1.bmp,13.058,40.454,0.1,1.474,0.678,0.684
L3_EA10.bmp,3.40E-04,0.052,1,1,1,1
L3_EA10.bmp,10.072,34.419,0.107,1.639,0.61,0.818
L3_EA12.bmp,13.618,39.484,0.11,1.65,0.606,0.856
L3_EA12.bmp,14.367,33.384,0.162,1.646,0.608,0.865
L3_EA13.bmp,13.348,37.249,0.121,1.619,0.618,0.871
L3_EA13.bmp,14.152,33.897,0.155,1.602,0.624,0.849
L3_EA14.bmp,12.723,36.965,0.117,1.501,0.666,0.85
L3_EA14.bmp,12.723,36.965,0.117,1.501,0.666,0.85
L3_EA15.bmp,3.40E-04,0.052,1,1,1,1
L3_EA15.bmp,4.841,25.098,0.097,1.717,0.582,0.761
L3_EA17.bmp,19.988,50.687,0.098,1.617,0.618,0.813
L3_EA17.bmp,19.988,50.687,0.098,1.617,0.618,0.813
L3_EA18.bmp,13.454,32.249,0.163,1.803,0.555,0.827
L3_EA18.bmp,3.40E-04,0.052,1,1,1,1
L3_EA2.bmp,11.181,38.377,0.095,1.53,0.653,0.854
L3_EA2.bmp,11.181,38.377,0.095,1.53,0.653,0.854
L3_EA3.bmp,22.649,50.495,0.112,1.425,0.702,0.834
L3_EA3.bmp,21.576,51.274,0.103,1.444,0.692,0.842
L3_EA4.bmp,14.136,44.68,0.089,1.622,0.616,0.845
L3_EA4.bmp,15.055,36.496,0.142,1.58,0.633,0.832
L3_EA5.bmp,9.504,29.551,0.137,1.615,0.619,0.77
L3_EA5.bmp,0.003,0.31,0.355,8,0.125,1
L3_EA7.bmp,19.79,42.182,0.14,1.536,0.651,0.799
L3_EA7.bmp,18.817,50.176,0.094,1.543,0.648,0.836
L3_EA8.bmp,17.573,41.395,0.129,1.221,0.819,0.765
L3_EA8.bmp,16.632,48.4,0.089,1.224,0.817,0.768
L3_EA9.bmp,10.504,29.743,0.149,1.652,0.605,0.847
L3_EA9.bmp,0.006,0.428,0.42,1.622,0.617,0.679
L3_EB1.bmp,3.40E-04,0.052,1,1,1,1
L3_EB1.bmp,6.80E-04,0.089,1,2,0.5,1
L3_EB10.bmp,3.40E-04,0.052,1,1,1,1
L3_EB10.bmp,0.001,0.141,0.857,1.468,0.681,0.8
L3_EB11.bmp,9.818,32.762,0.115,1.557,0.642,0.841
L3_EB11.bmp,9.818,32.773,0.115,1.557,0.642,0.841
L3_EB12.bmp,17.146,50.635,0.084,1.491,0.671,0.799
L3_EB12.bmp,17.146,50.624,0.084,1.491,0.671,0.799
L3_EB13.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_EB13.bmp,18.652,51.328,0.089,1.566,0.638,0.844
L3_EB14.bmp,3.40E-04,0.052,1,1,1,1
L3_EB14.bmp,14.987,45.464,0.091,1.66,0.602,0.819
L3_EB15.bmp,17.972,45.71,0.108,1.709,0.585,0.772
L3_EB15.bmp,16.963,51.565,0.08,1.76,0.568,0.818
L3_EB16.bmp,20.609,48.589,0.11,1.547,0.646,0.737
L3_EB16.bmp,20.609,48.589,0.11,1.547,0.646,0.737
L3_EB17.bmp,3.40E-04,0.052,1,1,1,1
L3_EB17.bmp,22.646,48.669,0.12,1.538,0.65,0.796
L3_EB19.bmp,13.287,42.744,0.091,1.703,0.587,0.833
L3_EB19.bmp,6.80E-04,0.089,1,2,0.5,1
L3_EB2.bmp,0.002,0.156,0.873,2.188,0.457,0.714
L3_EB2.bmp,0.001,0.141,0.857,2.031,0.492,0.8
L3_EB3.bmp,10.012,33.992,0.109,1.671,0.598,0.857
L3_EB3.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_EB4.bmp,12.391,35.438,0.124,1.782,0.561,0.811
L3_EB4.bmp,12.391,35.438,0.124,1.782,0.561,0.811
L3_EB5.bmp,25.73,65.526,0.075,1.558,0.642,0.839
L3_EB5.bmp,27.048,53.798,0.117,1.528,0.654,0.837
L3_EB6.bmp,12.381,32.26,0.149,1.166,0.858,0.821
L3_EB6.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_EB7.bmp,19.266,53.667,0.084,1.632,0.613,0.739
L3_EB7.bmp,0.002,0.209,0.687,1.746,0.573,0.667
L3_EB8.bmp,24.675,54.946,0.103,1.571,0.636,0.874
L3_EB8.bmp,24.675,54.957,0.103,1.571,0.636,0.874
L3_EB9.bmp,16.043,36.176,0.154,1.727,0.579,0.864
L3_EB9.bmp,6.80E-04,0.078,1,2,0.5,1
L3_EC1.bmp,12.821,32.151,0.156,1.685,0.593,0.874
L3_EC1.bmp,12.145,38.85,0.101,1.732,0.577,0.892
L3_EC10.bmp,3.40E-04,0.052,1,1,1,1
L3_EC10.bmp,10.47,34.886,0.108,1.695,0.59,0.86
L3_EC11.bmp,3.40E-04,0.052,1,1,1,1
L3_EC11.bmp,7.099,28.002,0.114,1.594,0.628,0.829
L3_EC12.bmp,0.003,0.246,0.567,1.878,0.533,0.696
L3_EC12.bmp,7.271,28.776,0.11,1.627,0.615,0.81
L3_EC15.bmp,14.651,44.012,0.095,1.568,0.638,0.785
L3_EC15.bmp,14.651,44.012,0.095,1.568,0.638,0.785
L3_EC16.bmp,13.204,39.365,0.107,1.673,0.598,0.788
L3_EC16.bmp,12.432,41.854,0.089,1.694,0.59,0.783
L3_EC17.bmp,13.134,38.131,0.114,1.346,0.743,0.781
L3_EC17.bmp,12.227,40.322,0.094,1.379,0.725,0.823
L3_EC18.bmp,0.001,0.126,0.809,3,0.333,1
L3_EC18.bmp,0.002,0.156,0.873,1.496,0.668,0.714
L3_EC2.bmp,0.005,0.402,0.37,1.76,0.568,0.667
L3_EC2.bmp,20.334,52.437,0.093,1.407,0.711,0.796
L3_EC3.bmp,6.80E-04,0.089,1,2,0.5,1
L3_EC3.bmp,11.384,36.338,0.108,1.3,0.769,0.739
L3_EC4.bmp,6.80E-04,0.089,1,2,0.5,1
L3_EC4.bmp,6.80E-04,0.089,1,2,0.5,1
L3_EC5.bmp,18.057,44.169,0.116,1.586,0.631,0.802
L3_EC5.bmp,17.02,47.443,0.095,1.597,0.626,0.844
L3_EC6.bmp,7.014,27.75,0.114,1.555,0.643,0.783
L3_EC6.bmp,0.002,0.193,0.686,2.81,0.356,0.75
L3_EC7.bmp,13.291,49.8,0.067,1.389,0.72,0.737
L3_EC7.bmp,13.291,49.8,0.067,1.389,0.72,0.737
L3_EC8.bmp,18.137,41.103,0.135,1.406,0.711,0.807
L3_EC8.bmp,18.137,41.093,0.135,1.406,0.711,0.807
L3_EC9.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_EC9.bmp,3.40E-04,0.052,1,1,1,1
L3_ED1.bmp,26.804,63.596,0.083,1.503,0.665,0.796
L3_ED1.bmp,3.40E-04,0.052,1,1,1,1
L3_ED10.bmp,6.80E-04,0.078,1,2,0.5,1
L3_ED10.bmp,8.271,31.434,0.105,1.79,0.559,0.839
L3_ED11.bmp,6.80E-04,0.089,1,2,0.5,1
L3_ED11.bmp,20.546,51.464,0.097,1.749,0.572,0.836
L3_ED12.bmp,25.085,57.91,0.094,1.273,0.786,0.685
L3_ED12.bmp,23.652,68.846,0.063,1.265,0.791,0.712
L3_ED13.bmp,3.40E-04,0.052,1,1,1,1
L3_ED13.bmp,0.014,0.851,0.236,6.87,0.146,0.537
L3_ED14.bmp,6.80E-04,0.089,1,2,0.5,1
L3_ED14.bmp,21.043,62.322,0.068,1.132,0.883,0.739
L3_ED15.bmp,17.28,40.473,0.133,1.557,0.642,0.825
L3_ED15.bmp,17.28,40.473,0.133,1.557,0.642,0.825
L3_ED16.bmp,3.40E-04,0.052,1,1,1,1
L3_ED16.bmp,0.003,0.384,0.29,10,0.1,1
L3_ED17.bmp,13.2,36.029,0.128,1.556,0.643,0.771
L3_ED17.bmp,0.002,0.209,0.687,2.211,0.452,0.636
L3_ED18.bmp,3.40E-04,0.052,1,1,1,1
L3_ED18.bmp,16.735,49.72,0.085,1.499,0.667,0.744
L3_ED2.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_ED2.bmp,0.001,0.141,0.857,2,0.5,0.8
L3_ED3.bmp,3.40E-04,0.052,1,1,1,1
L3_ED3.bmp,0.002,0.156,0.873,2.308,0.433,0.769
L3_ED5.bmp,6.80E-04,0.089,1,2,0.5,1
L3_ED5.bmp,15.424,41.423,0.113,1.653,0.605,0.816
L3_ED6.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_ED6.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_ED7.bmp,0.002,0.178,0.943,1.936,0.517,0.933
L3_ED7.bmp,0.001,0.104,1,1.464,0.683,0.857
L3_ED8.bmp,19.49,42.988,0.133,1.633,0.612,0.755
L3_ED8.bmp,6.80E-04,0.089,1,2,0.5,1
L3_ED9.bmp,3.883,18.263,0.146,1.822,0.549,0.764
L3_ED9.bmp,3.40E-04,0.052,1,1,1,1
L3_EE1.bmp,17.427,41.923,0.125,1.823,0.549,0.802
L3_EE1.bmp,17.427,41.923,0.125,1.823,0.549,0.802
L3_EE10.bmp,0.002,0.156,0.873,2.308,0.433,0.769
L3_EE10.bmp,3.40E-04,0.052,1,1,1,1
L3_EE11.bmp,16.159,37.483,0.145,1.613,0.62,0.872
L3_EE11.bmp,16.159,37.483,0.145,1.613,0.62,0.872
L3_EE12.bmp,0.003,0.282,0.482,2.573,0.389,0.621
L3_EE12.bmp,22.136,49.528,0.113,1.652,0.605,0.875
L3_EE13.bmp,16.454,43.809,0.108,1.611,0.621,0.845
L3_EE13.bmp,16.454,43.809,0.108,1.611,0.621,0.845
L3_EE15.bmp,0.004,0.361,0.394,1.652,0.605,0.615
L3_EE15.bmp,3.40E-04,0.052,1,1,1,1
